grid_id,mlp_pred5_2000,mlp_pred5_2005,mlp_pred5_2010,mlp_pred5_2015,mlp_pred5_2020,class_2000,class_2005,class_2010,class_2015,class_2020,LST_2000,LST_2005,LST_2010,LST_2015,LST_2020
17,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,26.670000000000016,27.250000000000057,26.750000000000057,27.440000000000055,26.970000000000027
18,living,living,living,living,living,living,living,living,living,living,31.450000000000045,32.58000000000004,36.01000000000005,35.93000000000001,35.78000000000003
19,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,30.003999999999962,30.49000000000001,30.26800000000003,30.218000000000018,29.98100000000005
20,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,28.514166666666767,27.653333333333364,27.933333333333337,28.416666666666686,27.468333333333362
21,green_space,green_space,living,living,living,green_space,green_space,living,living,living,34.82000000000005,34.07000000000005,35.29000000000008,35.150000000000034,34.170000000000016
22,green_space,living,green_space,living,production,green_space,living,green_space,living,production,34.69499999999999,34.78000000000003,35.95500000000004,36.13000000000005,37.0
23,green_space,water,water,green_space,green_space,green_space,water,water,green_space,green_space,34.30000000000001,35.81000000000006,34.34000000000003,35.25,34.75
24,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,30.663333333333355,29.645999999999958,29.75066666666669,30.769999999999982,29.53400000000005
25,farmland,water,living,living,living,farmland,water,living,living,living,35.190000000000055,35.150000000000034,35.870000000000005,35.48000000000002,35.85000000000002
26,green_space,living,living,production,production,green_space,living,living,production,production,33.610000000000014,35.110000000000014,37.03000000000003,36.710000000000036,38.76999999999998
27,farmland,farmland,living,living,living,farmland,farmland,living,living,living,31.760000000000048,32.0266666666667,33.82333333333332,35.170000000000016,33.68000000000001
28,farmland,farmland,production,production,production,farmland,farmland,production,production,production,32.19206896551731,34.67758620689659,35.17413793103452,35.16793103448276,34.88344827586212
29,living,production,living,production,production,living,production,living,production,production,33.81620689655176,35.40517241379314,35.80793103448275,37.71482758620692,36.37034482758622
30,green_space,farmland,green_space,green_space,green_space,green_space,farmland,green_space,green_space,green_space,34.210000000000036,34.04000000000002,35.55000000000001,35.92000000000007,36.170000000000016
31,water,water,production,production,living,water,water,production,production,living,,,,,
32,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,,,,,
33,water,living,living,living,living,water,living,living,living,living,35.24818181818182,36.96545454545458,37.50000000000006,36.87181818181824,38.29909090909098
34,farmland,farmland,living,living,living,farmland,farmland,living,living,living,34.83724137931034,35.693103448275906,38.19448275862072,36.05068965517245,38.27344827586211
35,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,29.090000000000032,28.519999999999982,27.79000000000002,27.750000000000057,27.890000000000043
36,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,28.25999999999999,27.77000000000004,28.019999999999982,27.650000000000034,27.650000000000034
37,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,27.360000000000014,28.27000000000004,27.24000000000001,28.420000000000016,28.08000000000004
38,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,28.620000000000005,28.49000000000001,29.160000000000025,29.29000000000002,29.00999999999999
39,water,water,water,farmland,green_space,water,water,water,farmland,green_space,,,,,
40,farmland,production,living,living,living,farmland,production,living,living,living,,,,,
41,farmland,green_space,green_space,water,living,farmland,green_space,green_space,water,living,34.670000000000016,34.51000000000005,35.54000000000002,35.389999999999986,34.33000000000004
42,green_space,green_space,green_space,living,living,green_space,green_space,green_space,living,living,29.72566666666671,30.3273333333334,30.013666666666666,31.285000000000025,31.788000000000068
43,green_space,green_space,green_space,green_space,living,green_space,green_space,green_space,green_space,living,30.80000000000001,31.420000000000016,30.689999999999998,31.329999999999984,30.840000000000032
44,water,green_space,green_space,green_space,green_space,water,green_space,green_space,green_space,green_space,35.09000000000003,34.59000000000003,34.55000000000001,36.710000000000036,34.93000000000001
45,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,32.20033333333345,34.75799999999998,35.26666666666671,35.464,35.18500000000006
46,farmland,production,production,living,production,farmland,production,production,living,production,33.24454545454546,34.991818181818246,35.77909090909094,37.132727272727266,37.75272727272733
47,farmland,green_space,living,living,living,farmland,green_space,living,living,living,34.73400000000004,35.48600000000005,38.11200000000002,37.33000000000004,37.860000000000014
48,water,water,water,water,water,water,water,water,water,water,28.53000000000003,29.440000000000055,29.53000000000003,29.49000000000001,29.980000000000018
49,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,26.484482758620743,27.230344827586237,27.41413793103453,27.441034482758653,27.40413793103454
50,farmland,production,production,production,living,farmland,production,production,production,living,33.63000000000005,34.52000000000004,35.07000000000005,36.07000000000005,37.5
51,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,30.970645161290406,31.125161290322637,30.753870967742046,31.09580645161293,30.615161290322646
52,green_space,farmland,living,living,production,green_space,farmland,living,living,production,29.705172413793093,31.678620689655247,31.537586206896606,32.42793103448281,32.36551724137939
53,water,production,living,living,living,water,production,living,living,living,34.690000000000055,36.49000000000001,36.82000000000005,39.07000000000005,38.39000000000004
54,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,29.77000000000004,29.430000000000007,29.170000000000073,29.350000000000023,29.110000000000014
55,water,production,production,production,production,water,production,production,production,production,33.2743333333334,35.67066666666676,37.89166666666671,38.208333333333314,38.896000000000015
56,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,28.099090909090933,27.652727272727304,27.53727272727275,28.565909090909145,27.212727272727307
57,green_space,green_space,production,production,living,green_space,green_space,production,production,living,34.20032258064526,35.8622580645162,35.98741935483872,36.93903225806457,37.71903225806449
58,farmland,water,living,production,production,farmland,water,living,production,production,,,,,
59,living,living,living,living,living,living,living,living,living,living,34.95933333333329,34.608666666666636,35.31666666666666,34.88333333333338,34.6613333333334
60,water,green_space,green_space,living,living,water,green_space,green_space,living,living,34.01666666666665,35.03766666666672,34.934666666666715,36.13566666666668,35.79466666666667
61,living,green_space,green_space,production,green_space,living,green_space,green_space,production,green_space,33.8037931034483,35.35689655172416,35.68310344827586,36.74034482758623,38.25137931034482
62,living,farmland,green_space,living,living,living,farmland,green_space,living,living,30.454000000000065,33.05933333333343,33.34266666666673,33.89333333333337,34.202000000000055
63,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,33.3006666666667,34.21600000000001,35.09000000000003,35.79933333333338,37.80866666666668
64,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,28.779090909090883,28.240909090909156,28.3154545454546,29.10818181818189,28.760909090909138
65,farmland,living,living,living,living,farmland,living,living,living,living,32.27000000000004,35.08000000000004,36.210000000000036,37.89000000000004,37.25
66,green_space,green_space,farmland,green_space,green_space,green_space,green_space,farmland,green_space,green_space,29.31000000000006,28.32000000000005,28.03000000000003,28.610000000000014,28.230000000000018
67,farmland,production,production,living,living,farmland,production,production,living,living,33.82000000000005,32.53000000000003,31.950000000000045,31.370000000000005,32.190000000000055
68,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,26.57000000000005,26.79000000000002,27.160000000000025,27.430000000000007,27.75
69,green_space,production,living,living,living,green_space,production,living,living,living,31.66866666666664,33.80333333333334,33.375333333333344,35.704000000000065,34.71533333333332
70,green_space,green_space,green_space,living,green_space,green_space,green_space,green_space,living,green_space,34.870000000000005,34.89000000000004,33.670000000000016,35.35000000000002,31.350000000000023
71,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,30.63758620689663,30.854482758620748,30.367931034482808,30.813448275862072,30.498275862068965
72,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,30.14304347826095,30.760869565217376,31.008695652173913,31.077826086956577,32.10739130434786
73,green_space,green_space,green_space,living,green_space,green_space,green_space,green_space,living,green_space,32.36033333333336,32.646333333333416,32.93700000000007,33.91199999999998,35.925333333333356
74,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,29.53000000000003,29.389999999999986,30.05000000000001,30.910000000000025,30.670000000000016
75,green_space,water,water,water,living,green_space,water,water,water,living,,,,,
76,farmland,water,living,living,living,farmland,water,living,living,living,33.81000000000006,35.51000000000005,37.370000000000005,37.110000000000014,37.370000000000005
77,farmland,farmland,green_space,green_space,living,farmland,farmland,green_space,green_space,living,28.76666666666665,28.550000000000068,28.850000000000023,29.613333333333344,29.406666666666695
78,farmland,farmland,living,living,living,farmland,farmland,living,living,living,35.5054545454546,35.28090909090912,34.26181818181817,35.54636363636371,34.2972727272728
79,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,32.084482758620766,34.061724137931094,34.32517241379321,35.09068965517241,34.403793103448265
80,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,26.862000000000023,27.090000000000032,27.02600000000001,27.726,27.050000000000068
81,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,green_space,26.57000000000005,26.79000000000002,27.160000000000025,27.430000000000007,27.75
82,farmland,green_space,living,living,living,farmland,green_space,living,living,living,34.143548387096814,34.719677419354866,35.10935483870969,35.527419354838685,34.6841935483871
83,water,water,water,water,green_space,water,water,water,water,green_space,,,,,
84,green_space,green_space,green_space,green_space,living,green_space,green_space,green_space,green_space,living,28.02000000000004,29.406666666666695,28.883333333333326,29.090000000000032,29.243333333333396
