year,bare_land,commercial,farmland,green_space,industrial,institutional,residential,transport,water
2000,1.240400333844199,0.021833407136146454,13.943691709983067,40.06323135577012,2.843933059376901,0.25340634536571216,28.536896198797606,7.891666003556441,5.204941586169799
2005,1.5520379475741726,0.21668647887649056,8.185706544872575,35.73384135707962,8.220141354869867,0.539793639496477,30.330990637778974,11.533351918621685,3.6874501208301482
2010,0.2821953598885483,0.604180255621066,4.467788392593715,33.93880096187134,9.01987731388222,2.293861251728931,29.552680449365237,15.666347894930071,4.174268120118882
2015,0.09604941666683164,2.4181601090380296,1.4649376379988466,31.419499419653906,12.729649536348987,3.491828882095429,25.983159479320644,17.66975260180783,4.7269629170694945
2020,0.12358495799118699,3.9183661435935915,2.131205140324958,32.606052590910075,12.676060202097828,4.250663785364237,23.591651599953277,19.087871535931683,1.6145440438331609
2024,0.03161100638712009,4.659345328080167,2.0940436637247344,32.23585709182692,11.982173215270324,5.425022423928291,21.736727312951796,19.82726413719716,2.00795582063348
