grid_id,LST_summer_mean,LST_summer_stdDev,LST_summer_min,LST_summer_max,LST_summer_median
6886,291.75381928073614,1.1071353917484859,289.41226159999997,293.69845868,291.88007203999996
6887,,,,,
6888,302.80917709560975,1.260534774328372,300.6575474,303.5970446,303.50817608
6889,,,,,
6892,311.4258093792377,2.0579462246626288,306.66300853999996,315.98394908,311.59862942
6894,303.10874700012323,1.0701332450303827,302.51353226000003,305.78799542,303.09801368
6898,302.1242479371832,0.6001236215331524,300.16193450000003,303.10484972,302.24355996538384
6900,,,,,
6902,305.0103833578683,0.08104680059302546,304.87880210000003,305.1693338,305.00526884
6903,302.67322714046145,0.6577135306718495,301.22835674,304.01404304,302.64341702
6904,305.06720508043816,1.2184546897608661,303.03307129999996,308.02338050000003,304.82261535212075
6905,300.35843693660087,1.0483260695341436,298.11112249999996,301.75814984,300.5379167
6906,309.13874710134013,0.7182877931664308,308.2284617,310.87400918000003,308.95308194
6908,,,,,
6910,300.7453996822874,0.11504318153489955,300.35334362000003,300.89680880000003,300.76350602
6915,,,,,
6916,,,,,
6917,,,,,
6918,301.99271038145594,0.43856512009828996,301.08821792000003,302.66392514,302.1455635156299
6919,311.74321509867065,2.0949550172689944,305.9896586,315.47808211999995,311.84244817999996
6921,307.20383206095465,0.9124332520156524,305.68887284,308.95649996,307.19621966
6923,305.8489514320858,0.8332977821125538,304.47889376,307.99603634,305.79145413071427
6925,,,,,
6927,,,,,
6929,,,,,
6937,,,,,
6938,304.5439425662287,1.187472417502365,303.31676696,308.80268906000003,304.1610179
6940,,,,,
6942,,,,,
6945,,,,,
6946,,,,,
6949,296.09022751532774,1.3465720985911862,292.86787982,299.00664373999996,296.24008269694656
6950,,,,,
6951,304.7413688178908,0.64472193295408,303.05699744000003,305.95206038000003,304.84803992
6953,,,,,
6955,,,,,
6959,306.01917026404607,2.5968037692245938,302.39390156,311.00389394,306.17081366
6963,,,,,
6964,,,,,
6966,,,,,
6967,297.8053228007327,0.6911662423190404,296.11841684,299.21856098,297.93167644999994
6968,300.39553400693825,1.1483405894890009,298.54862906,302.28452491999997,300.83870246000004
6970,,,,,
6972,,,,,
6973,300.0936479868335,0.6195153610347256,299.12969246,300.92757098,299.97736141999997
6975,301.89940608961535,0.0496716633702111,301.8367643,301.9734851,301.87778054
6976,,,,,
6978,296.96186247053186,1.4474883817084192,293.91037592,299.44756831999996,297.1369868
6979,,,,,
6980,,,,,
6982,,,,,
6987,306.19161565523933,0.48452162861874837,305.6307665,307.94818406,306.04776494
6989,310.3828565974454,2.786916367718232,307.42180898000004,318.66709477999996,309.89816447
6990,304.3178624482622,0.9851727715190133,301.66928132,305.96915048,304.5142788331142
6996,,,,,
6997,,,,,
6998,300.511191121979,0.495327275517221,299.88849289999996,301.09847198,300.88997276
6999,,,,,
7004,,,,,
7005,310.15917374496036,1.245144105898961,307.41155491999996,312.5180768,309.99557804
7007,,,,,
7008,,,,,
7009,,,,,
7012,,,,,
7017,,,,,
7022,,,,,
7025,308.78073483405063,1.1061874260220983,307.74310286,312.26514332,308.55203425999997
7029,,,,,
7035,,,,,
7036,,,,,
7037,,,,,
7039,307.21791632654686,0.4928871704451025,306.45109130000003,309.69137426,307.22893499428574
7043,,,,,
7048,,,,,
7063,303.65010164828357,0.7490440178930068,301.73764172,305.50771778,303.79415042000005
