grid_id,LST_summer_mean,LST_summer_stdDev,LST_summer_min,LST_summer_max,LST_summer_median
6886,305.07005545616005,0.6822463222825459,302.86558832000003,306.0238388,304.94032646
6887,307.08982587715167,0.47382704088112526,305.89395404,309.13081897999996,306.9933675215546
6888,310.66183829938797,1.5300638116742145,307.42180898000004,314.02029659000004,310.54417025
6889,307.85757104826786,1.9228310028504678,304.02258809,310.68943609999997,308.085759365
6892,306.22617065796163,1.6385672234130702,303.14928397999995,309.73239049999995,305.92557072499994
6894,307.01932135765,1.3135042932470848,305.44961144,309.85714823,306.5852828379497
6898,311.07528830921,1.8406988115978782,306.8954339,315.90875264,311.310661235
6900,302.55661354782995,0.6227978325476236,302.00082926,303.55261034,302.38535650999995
6902,302.11999333108537,0.4502816122013592,301.02327554,303.23815249999996,302.13413204
6903,306.95772858508974,1.3931071308397305,305.16249775999995,310.12204478,306.64259384705514
6904,300.9294577770425,1.2705013396811478,298.32987578,304.06531334,301.1476796817241
6905,304.9133609274051,0.9266607127407565,304.02087908,306.56730398,304.61903258
6906,305.602696192514,0.7826386097621318,303.82605193999996,307.79437316,305.75210621
6908,299.79398238747063,0.749678620029585,298.37772806,301.40438477000004,300.05597588
6910,308.08131632286546,0.7149114682609752,305.91275315,309.21968749999996,308.03705258
6915,305.6312770882324,1.29722240817225,300.84212048,308.28315002,305.668649555
6916,304.51101067105736,1.2067762339796637,302.03159144,307.96869218,304.13922668194965
6917,307.7588349040696,1.768193740161306,304.44642257,312.9282392,307.3888786529851
6918,311.6696419078521,0.8561834260518018,308.963336,314.5347086,311.59862942
6919,308.9873000490854,2.1273262634967143,303.67224104,311.9882837,309.30115030999997
6921,308.05880020410837,1.0282290912239578,305.48379164,310.58176847000004,308.29511309000003
6923,313.5847502723209,1.2113970470505668,311.38671218,316.32233306,313.20338981
6925,305.1655903189692,1.307677282334507,302.46226196,308.58051776,305.15737072999997
6927,311.38030591455487,0.9867015609703217,309.43844078,314.40482384,311.15428682
6929,304.909552818761,0.547257269678223,303.82263392,305.80508552000003,304.8400734064591
6937,302.0124427961794,1.0135948217967228,299.71075585999995,305.21035004,302.13755006
6938,305.2333872709952,2.8616817861321646,301.50179834,312.90431306,304.5456071348187
6940,311.7444354601917,1.202218062787865,309.28462988,314.32450037,311.86010795
6942,301.3256995551491,0.8526486188083128,299.94659923999995,303.52355717,301.1314284679399
6945,309.9349813901739,1.4935023895813437,305.08217429,312.71973998,310.41086746999997
6946,309.3060414371622,2.2872589226835656,304.83265883,314.21170571,309.340172705
6949,304.3382480651775,0.8921943735565817,302.99376407,307.74310286,304.09778453
6950,302.82459920883826,0.6843463614978322,301.58895785,304.9129823,302.88388790593285
6951,300.33478710535036,1.121679537985147,299.12627444,304.31653781,300.10908360355285
