grid_id,LST_mean,LST_stdDev,LST_min,LST_max,LST_median
6886,301.55333333333334,0.13000000000904458,301.38,301.64,301.64
6887,303.74793103448275,0.26500000000588664,303.62,304.15,303.62
6888,304.18,0.0,304.18,304.18,304.18
6889,304.46000000000004,0.0,304.46000000000004,304.46000000000004,304.46000000000004
6892,306.62,0.0,306.62,306.62,306.62
6894,303.5296666666666,0.3318885354732864,303.03,303.94,303.51
6898,304.3248387096774,0.2350000000078766,303.87,304.34000000000003,304.34000000000003
6900,,,,,
6902,,,,,
6903,302.51500000000004,0.7951659505485108,301.21000000000004,303.0,303.0
6904,301.98,0.0,301.98,301.98,301.98
6905,,,,,
6906,306.74,0.0,306.74,306.74,306.74
6908,301.18,0.0,301.18,301.18,301.18
6910,303.17,0.0,303.17,303.17,303.17
6915,303.6581818181818,0.045000000098564974,303.65,303.74,303.65
6916,300.973,0.19500000004155132,300.7,301.09000000000003,301.09000000000003
6917,305.67,0.0,305.67,305.67,305.67
6918,304.3248387096774,0.2350000000078766,303.87,304.34000000000003,304.34000000000003
6919,302.76,0.0,302.76,302.76,302.76
6921,303.54,0.0,303.54,303.54,303.54
6923,303.5,0.0,303.5,303.5,303.5
6925,307.45599999999996,1.4099999999904969,305.2,308.02,308.02
6927,305.6,0.0,305.6,305.6,305.6
6929,301.36137931034483,0.23000000005269058,301.06,301.52,301.52
6937,302.26,0.0,302.26,302.26,302.26
6938,301.84000000000003,0.0,301.84000000000003,301.84000000000003,301.84000000000003
6940,306.84999999999997,0.21000000003265173,306.57,306.99,306.99
6942,302.74733333333336,0.005000000118743627,302.74,302.75,302.75
6945,305.5,0.0,305.5,305.5,305.5
6946,,,,,
6949,300.36,0.0,300.36,300.36,300.36
6950,302.34000000000003,0.5800000000252099,301.58,302.74,302.74
6951,302.78000000000003,0.0,302.78000000000003,302.78000000000003,302.78000000000003
6953,305.98,0.0,305.98,305.98,305.98
6955,301.5275862068966,0.03999999985855538,301.5,301.58000000000004,301.5
6959,304.3781818181819,0.05000000016880222,304.36,304.46,304.36
6963,302.4454545454546,0.42499999999246724,301.75,302.6,302.6
6964,303.36,0.0,303.36,303.36,303.36
6966,303.5536666666667,0.2449999999976717,303.08,303.57000000000005,303.57000000000005
6967,300.45799999999997,0.1149999998839896,300.32000000000005,300.55,300.55
6968,304.22,0.0,304.22,304.22,304.22
6970,303.77333333333337,0.04000000022235326,303.72,303.8,303.8
6972,304.192,0.3300000000099129,303.62,304.28,304.28
6973,304.28322580645164,0.10500000006829699,304.08,304.28999999999996,304.28999999999996
6975,,,,,
6976,305.39,0.0,305.39,305.39,305.39
6978,300.32,0.0,300.32,300.32,300.32
6979,302.34000000000003,0.0,302.34000000000003,302.34000000000003,302.34000000000003
6980,,,,,
6982,305.62,0.0,305.62,305.62,305.62
6987,301.77,0.0,301.77,301.77,301.77
6989,304.38999999999993,0.3900000000084774,304.0,304.78,304.39
6990,300.975,0.2350000000078766,300.74,301.21000000000004,300.975
6996,302.164,0.08000000008090864,302.1,302.26,302.1
6997,304.158,0.735034012832883,303.36,305.22,304.06
6998,304.52,0.0,304.52,304.52,304.52
6999,304.08266666666674,0.27999999994536795,303.56,304.12,304.12
7004,303.03999999999996,0.0,303.03999999999996,303.03999999999996,303.03999999999996
7005,305.82433333333336,0.2928630225567422,305.24,305.98,305.98
7007,307.39,0.0,307.39,307.39,307.39
7008,,,,,
7009,304.13363636363636,0.2099999999633569,304.0,304.42,304.0
7012,301.34896551724137,0.18499999998861016,301.03,301.4,301.4
7017,303.96,0.0,303.96,303.96,303.96
7022,303.89,0.0,303.89,303.89,303.89
7025,308.06,1.0743922700862325,305.81,308.5,308.27
7029,304.05,0.015000000841294702,304.03,304.06,304.06
7035,305.26,0.0,305.26,305.26,305.26
7036,,,,,
7037,305.6893103448276,0.773672249714217,304.46,306.40000000000003,305.71000000000004
7039,302.35,0.0,302.35,302.35,302.35
7043,303.62,0.0,303.62,303.62,303.62
7048,,,,,
7063,301.86,0.0,301.86,301.86,301.86
7065,301.96000000000004,0.0,301.96000000000004,301.96000000000004,301.96000000000004
7066,303.6480769230769,0.39500000002331254,303.01,303.8,303.8
7068,304.528,0.18076227481121246,304.28000000000003,304.74,304.54
7069,300.82,0.0,300.82,300.82,300.82
7072,301.8,0.0,301.8,301.8,301.8
7075,302.45571428571435,0.44211612352007085,301.7,302.70000000000005,302.70000000000005
7077,,,,,
7081,303.11,0.0,303.11,303.11,303.11
7082,300.94451612903225,0.08499999996425364,300.78,300.95,300.95
7083,303.03,0.0,303.03,303.03,303.03
7085,305.30333333333334,0.13999999999866955,305.21000000000004,305.49,305.21000000000004
7087,304.15,0.0,304.15,304.15,304.15
7090,301.5155172413793,0.2599999999901047,301.39,301.90999999999997,301.39
7094,,,,,
7095,,,,,
7097,300.14,0.0,300.14,300.14,300.14
7098,301.42,0.0,301.42,301.42,301.42
7101,301.57103448275865,0.3277193921535679,300.94,301.84000000000003,301.58000000000004
7102,300.7,0.0,300.7,300.7,300.7
7104,,,,,
7106,305.64,0.0,305.64,305.64,305.64
7114,307.40999999999997,0.0,307.40999999999997,307.40999999999997,307.40999999999997
7115,303.01,0.0,303.01,303.01,303.01
7118,302.8,0.0,302.8,302.8,302.8
7119,,,,,
7122,300.84000000000003,0.0,300.84000000000003,300.84000000000003,300.84000000000003
7123,302.79,0.0,302.79,302.79,302.79
7126,301.69,0.0,301.69,301.69,301.69
7128,302.77,0.0,302.77,302.77,302.77
7131,306.41999999999996,0.0,306.41999999999996,306.41999999999996,306.41999999999996
7132,304.63032258064516,0.4599999999788428,303.74,304.66,304.66
7133,301.7420000000001,0.7699999999926824,301.28000000000003,302.82,301.28000000000003
7134,305.52,0.0,305.52,305.52,305.52
7136,,,,,
7138,302.085,0.1950000000042387,301.89,302.28,302.085
7140,,,,,
7141,301.66999999999996,0.0,301.66999999999996,301.66999999999996,301.66999999999996
7142,305.54,0.0,305.54,305.54,305.54
7144,301.49,0.0,301.49,301.49,301.49
7145,305.7813333333333,0.4899999999953434,305.52,306.5,305.52
7147,,,,,
7148,304.59000000000003,0.0,304.59000000000003,304.59000000000003,304.59000000000003
7150,305.99,0.0,305.99,305.99,305.99
7151,305.7516129032258,1.1399999999929435,304.06,306.34000000000003,306.34000000000003
7156,305.02,0.0,305.02,305.02,305.02
7158,305.302,0.9450000000064183,304.42,306.31000000000006,304.42
7164,304.14,0.0,304.14,304.14,304.14
7165,300.3,0.0,300.3,300.3,300.3
7166,301.361724137931,0.5376511415308098,300.56,301.82,301.58
7167,304.34000000000003,0.0,304.34000000000003,304.34000000000003,304.34000000000003
7169,306.74,0.0,306.74,306.74,306.74
7170,304.9141935483871,1.3499999999980596,304.74,307.44000000000005,304.74
7171,303.04,0.0,303.04,303.04,303.04
7172,303.0835714285715,0.014999998901039322,303.06,303.09000000000003,303.09000000000003
7177,305.0,0.0,305.0,305.0,305.0
7181,300.3,0.0,300.3,300.3,300.3
7186,301.4,0.0,301.4,301.4,301.4
7187,304.7,0.0,304.7,304.7,304.7
7189,304.58,0.0,304.58,304.58,304.58
7190,303.95,0.45999999999466007,303.49,304.41,303.95000000000005
7193,303.96,0.0,303.96,303.96,303.96
7199,306.72,0.0,306.72,306.72,306.72
7203,301.68,0.0,301.68,301.68,301.68
7206,307.72999999999996,0.1399999999466984,307.58,307.86,307.86
7210,302.9489655172414,0.7849999999847844,302.57,304.14,302.57
7213,303.2506666666667,0.16000000002539308,303.24,303.56,303.24
7214,302.95666666666665,0.2000000000203727,302.69,303.09000000000003,303.09000000000003
7217,305.26,0.0,305.26,305.26,305.26
7218,301.36,0.0,301.36,301.36,301.36
7219,302.21193548387095,0.33499999996312935,301.65,302.32,302.32
7223,300.65466666666674,0.010000000965082972,300.64,300.66,300.66
7226,304.15,0.0,304.15,304.15,304.15
7236,,,,,
7241,301.78000000000003,0.0,301.78000000000003,301.78000000000003,301.78000000000003
7243,305.0716129032258,0.3949999999680521,304.46,305.25,305.25
7244,,,,,
