grid_id,LST_mean,LST_stdDev,LST_min,LST_max,LST_median
6886,302.2666666666667,0.3799999999870105,301.76,302.52,302.52
6887,303.13275862068963,0.27500000002222474,303.0,303.55,303.0
6888,303.72,0.0,303.72,303.72,303.72
6889,302.66,0.0,302.66,302.66,302.66
6892,304.84000000000003,0.0,304.84000000000003,304.84000000000003,304.84000000000003
6894,301.99066666666664,0.11779218978814818,301.77,302.09000000000003,302.01
6898,304.1,0.46500000001186687,303.2,304.13,304.13
6900,,,,,
6902,,,,,
6903,303.5983333333333,0.8504508608132909,302.13,304.15999999999997,304.15999999999997
6904,300.28000000000003,0.0,300.28000000000003,300.28000000000003,300.28000000000003
6905,,,,,
6906,306.14,0.0,306.14,306.14,306.14
6908,300.24,0.0,300.24,300.24,300.24
6910,303.17,0.0,303.17,303.17,303.17
6915,302.7918181818182,0.09999999990104698,302.61,302.81,302.81
6916,301.92499999999995,0.625,301.05,302.3,302.3
6917,305.35,0.0,305.35,305.35,305.35
6918,304.1,0.46500000001186687,303.2,304.13,304.13
6919,304.32,0.0,304.32,304.32,304.32
6921,304.11,0.0,304.11,304.11,304.11
6923,303.92,0.0,303.92,303.92,303.92
6925,305.802,1.1449999999948248,303.97,306.26,306.26
6927,304.88,0.0,304.88,304.88,304.88
6929,300.971724137931,0.6500000000116415,300.12,301.42,301.42
6937,300.67,0.0,300.67,300.67,300.67
6938,301.32000000000005,0.0,301.32000000000005,301.32000000000005,301.32000000000005
6940,306.8933333333334,0.3400000000282136,306.44,307.12,307.12
6942,301.9626666666666,0.6700000000131359,300.98,302.32,302.32
6945,304.52,0.0,304.52,304.52,304.52
6946,,,,,
6949,299.78000000000003,0.0,299.78000000000003,299.78000000000003,299.78000000000003
6950,301.26965517241376,0.4200000000133323,300.98,301.82,300.98
6951,300.90000000000003,0.0,300.90000000000003,300.90000000000003,300.90000000000003
6953,305.08,0.0,305.08,305.08,305.08
6955,301.4041379310345,0.03500000020755189,301.38,301.45,301.38
6959,303.4654545454545,0.2350000000078766,303.38,303.85,303.38
6963,302.2645454545455,0.28999999998751547,301.79,302.37,302.37
6964,303.34000000000003,0.0,303.34000000000003,303.34000000000003,303.34000000000003
6966,302.9403333333334,0.2950000000258876,302.37,302.96000000000004,302.96000000000004
6967,300.56800000000004,0.06000000009099798,300.52,300.64,300.52
6968,302.96,0.0,302.96,302.96,302.96
6970,303.67333333333335,0.16000000002539308,303.46,303.78000000000003,303.78000000000003
6972,303.0266666666667,0.050000000023283066,302.94,303.04,303.04
6973,302.7283870967742,0.18000000003046202,302.38,302.74,302.74
6975,,,,,
6976,304.92,0.0,304.92,304.92,304.92
6978,298.96000000000004,0.0,298.96000000000004,298.96000000000004,298.96000000000004
6979,302.94,0.0,302.94,302.94,302.94
6980,,,,,
6982,304.12,0.0,304.12,304.12,304.12
6987,301.20000000000005,0.0,301.20000000000005,301.20000000000005,301.20000000000005
6989,303.485,0.5249999999811518,302.96,304.01,303.485
6990,300.27500000000003,0.1550000000665445,300.12,300.43,300.275
6996,300.652,0.015000000356230881,300.64,300.67,300.64
6997,304.19999999999993,0.2422808287796058,303.88,304.56,304.2
6998,305.96,0.0,305.96,305.96,305.96
6999,303.56133333333327,0.14000000005064067,303.3,303.58,303.58
7004,302.21000000000004,0.0,302.21000000000004,302.21000000000004,302.21000000000004
7005,304.088,0.8725823743283485,303.57000000000005,305.79,303.57000000000005
7007,305.73,0.0,305.73,305.73,305.73
7008,,,,,
7009,304.2427272727272,0.2000000000203727,303.97,304.37,304.37
7012,301.7248275862069,0.4899999999953434,300.88,301.86,301.86
7017,303.02,0.0,303.02,303.02,303.02
7022,303.16,0.0,303.16,303.16,303.16
7025,307.4682608695652,0.9007496877459807,305.69000000000005,307.96,307.61
7029,303.61,0.04500000026025292,303.58000000000004,303.67,303.58000000000004
7035,305.68,0.0,305.68,305.68,305.68
7036,,,,,
7037,304.7172413793104,0.4831860407720542,303.86,305.08,304.91999999999996
7039,302.96,0.0,302.96,302.96,302.96
7043,302.51,0.0,302.51,302.51,302.51
7048,,,,,
7063,302.07,0.0,302.07,302.07,302.07
7065,300.47,0.0,300.47,300.47,300.47
7066,303.6396153846154,0.3649999999969381,303.05,303.78000000000003,303.78000000000003
7068,304.38000000000005,0.3498839093252596,303.79,304.70000000000005,304.70000000000005
7069,301.44,0.0,301.44,301.44,301.44
7072,301.7,0.0,301.7,301.7,301.7
7075,303.1564285714286,0.4784001114880932,302.47,303.62,303.24
7077,,,,,
7081,300.84000000000003,0.0,300.84000000000003,300.84000000000003,300.84000000000003
7082,301.4896774193548,0.3149999999739082,300.88,301.51,301.51
7083,301.77,0.0,301.77,301.77,301.77
7085,303.8066666666666,0.2299999999577868,303.5,303.96,303.96
7087,306.02,0.0,306.02,306.02,306.02
7090,300.86551724137934,0.26000000001808915,300.74,301.26,300.74
7094,,,,,
7095,,,,,
7097,299.70000000000005,0.0,299.70000000000005,299.70000000000005,299.70000000000005
7098,301.6,0.0,301.6,301.6,301.6
7101,301.97655172413795,0.5174456493329715,301.06,302.44,301.93
7102,301.05,0.0,301.05,301.05,301.05
7104,,,,,
7106,305.77,0.0,305.77,305.77,305.77
