grid_id,LST_mean,LST_stdDev,LST_min,LST_max,LST_median
6886,301.3,0.12000000000009702,301.14,301.38,301.38
6887,304.1393103448276,0.6199999999962634,303.84000000000003,305.08,303.84000000000003
6888,304.07000000000005,0.0,304.07000000000005,304.07000000000005,304.07000000000005
6889,303.78000000000003,0.0,303.78000000000003,303.78000000000003,303.78000000000003
6892,307.13,0.0,307.13,307.13,307.13
6894,303.82133333333337,0.3583294573047497,303.18,304.18,303.82
6898,303.6474193548387,0.03999999985855538,303.57000000000005,303.65,303.65
6900,,,,,
6902,,,,,
6903,303.178,0.7512360185408741,301.86,303.7,303.7
6904,300.94,0.0,300.94,300.94,300.94
6905,,,,,
6906,306.62,0.0,306.62,306.62,306.62
6908,300.99,0.0,300.99,300.99,300.99
6910,303.64,0.0,303.64,303.64,303.64
6915,304.2709090909091,0.16000000007086781,303.98,304.3,304.3
6916,300.76599999999996,0.3900000000084774,300.22,301.0,301.0
6917,307.28000000000003,0.0,307.28000000000003,307.28000000000003,307.28000000000003
6918,303.6474193548387,0.03999999985855538,303.57000000000005,303.65,303.65
6919,302.54,0.0,302.54,302.54,302.54
6921,303.0,0.0,303.0,303.0,303.0
6923,304.91,0.0,304.91,304.91,304.91
6925,305.228,1.1300000000051613,303.41999999999996,305.68,305.68
6927,307.68,0.0,307.68,307.68,307.68
6929,301.1272413793104,0.2649999999509738,300.78000000000003,301.31000000000006,301.31000000000006
6937,302.57000000000005,0.0,302.57000000000005,302.57000000000005,302.57000000000005
6938,301.97,0.0,301.97,301.97,301.97
6940,307.95,0.07499999984089906,307.90000000000003,308.04999999999995,307.90000000000003
6942,303.5253333333333,0.2900000000376945,303.1,303.68,303.68
6945,306.64,0.0,306.64,306.64,306.64
6946,,,,,
6949,300.4,0.0,300.4,300.4,300.4
6950,302.28620689655173,1.1800000000048934,300.74,303.1,303.1
6951,301.90999999999997,0.0,301.90999999999997,301.90999999999997,301.90999999999997
6953,306.57000000000005,0.0,306.57000000000005,306.57000000000005,306.57000000000005
6955,300.71344827586205,0.2850000000285524,300.34000000000003,300.91,300.91
6959,303.8727272727273,0.2000000000203727,303.8,304.20000000000005,303.8
6963,303.3390909090909,0.3050000000151149,302.84000000000003,303.45,303.45
6964,302.56,0.0,302.56,302.56,302.56
6966,302.898,0.32999999996581625,302.26,302.92,302.92
6967,300.616,0.01999999974737875,300.6,300.64,300.6
6968,304.05,0.0,304.05,304.05,304.05
6970,304.02,0.2850000000030227,303.64,304.21000000000004,304.21000000000004
6972,304.0693333333333,0.565000000012239,303.09000000000003,304.22,304.22
6973,305.12903225806457,0.48000000000038806,304.2,305.16,305.16
6975,,,,,
6976,306.11,0.0,306.11,306.11,306.11
6978,299.71000000000004,0.0,299.71000000000004,299.71000000000004,299.71000000000004
6979,301.86,0.0,301.86,301.86,301.86
6980,,,,,
6982,305.05,0.0,305.05,305.05,305.05
6987,302.33000000000004,0.0,302.33000000000004,302.33000000000004,302.33000000000004
6989,304.315,0.2449999999976717,304.07,304.56,304.315
6990,300.03000000000003,0.29000000001260495,299.74,300.32000000000005,300.03000000000003
6996,302.3960000000001,0.14499999998121296,302.28000000000003,302.57000000000005,302.28000000000003
6997,304.51633333333336,0.7612612889270712,303.42,305.42,304.62
6998,304.3,0.0,304.3,304.3,304.3
6999,304.72800000000007,0.540000000024016,303.72,304.8,304.8
7004,304.18,0.0,304.18,304.18,304.18
7005,307.07,0.8401190391733403,305.56,307.82,307.32
7007,309.48,0.0,309.48,309.48,309.48
7008,,,,,
7009,305.18772727272733,0.145000000031392,304.99,305.28000000000003,305.28000000000003
7012,302.4420689655172,0.5,301.58,302.58,302.58
7017,304.38,0.0,304.38,304.38,304.38
7022,304.75,0.0,304.75,304.75,304.75
7025,307.0978260869565,0.42920711785236504,306.79,307.95000000000005,307.16999999999996
